station_european_code	component_code	component_name	component_caption	measurement_unit	measurement_european_group_code	statistics_period	statistics_year	statistics_average_group	statistic_shortname	statistic_name	statistic_value	statistics_percentage_valid	statistics_number_valid	statistics_calculated
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	day	P98	98 percentile	34.500	84.932	310	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	day	Max	maximum	47.967	84.932	310	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	P50	50 percentile	15.300	87.055	7626	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Mean	annual mean	18.086	87.055	7626	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	P95	95 percentile	42.000	87.055	7626	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	P98	98 percentile	54.800	87.055	7626	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Max	maximum	109.800	87.055	7626	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Max19	19th highest value	76.800	87.055	7626	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2001	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	87.055	7626	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	day	P50	50 percentile	12.179	69.399	254	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	day	Mean	annual mean	14.919	69.399	254	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	day	P95	95 percentile	31.012	69.399	254	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	day	P98	98 percentile	35.871	69.399	254	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	day	Max	maximum	44.638	69.399	254	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	hour	P50	50 percentile	11.500	70.219	6168	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	hour	Mean	annual mean	15.045	70.219	6168	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	hour	P95	95 percentile	40.900	70.219	6168	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	hour	P98	98 percentile	52.200	70.219	6168	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	hour	Max	maximum	96.400	70.219	6168	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	hour	Max19	19th highest value	74.900	70.219	6168	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2004	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	70.219	6168	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	P50	50 percentile	18.042	75.616	276	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	Mean	annual mean	18.961	75.616	276	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	P95	95 percentile	31.960	75.616	276	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	P98	98 percentile	37.645	75.616	276	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	day	Max	maximum	85.796	75.616	276	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	P50	50 percentile	16.070	76.119	6668	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Mean	annual mean	19.036	76.119	6668	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	P95	95 percentile	45.220	76.119	6668	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	P98	98 percentile	57.860	76.119	6668	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Max	maximum	171.470	76.119	6668	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Max19	19th highest value	99.710	76.119	6668	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2005	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	76.119	6668	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	P50	50 percentile	15.925	89.041	325	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	Mean	annual mean	17.523	89.041	325	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	P95	95 percentile	32.401	89.041	325	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	P98	98 percentile	37.773	89.041	325	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	day	Max	maximum	48.080	89.041	325	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	P50	50 percentile	14.110	88.459	7749	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Mean	annual mean	17.449	88.459	7749	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	P95	95 percentile	45.620	88.459	7749	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	P98	98 percentile	57.920	88.459	7749	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Max	maximum	105.610	88.459	7749	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Max19	19th highest value	79.840	88.459	7749	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2006	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	88.459	7749	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	P50	50 percentile	18.753	96.712	353	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	Mean	annual mean	20.652	96.712	353	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	P95	95 percentile	36.230	96.712	353	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	P98	98 percentile	44.706	96.712	353	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	day	Max	maximum	62.395	96.712	353	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	hour	P50	50 percentile	17.440	93.516	8192	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	hour	Mean	annual mean	20.535	93.516	8192	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	hour	P95	95 percentile	48.730	93.516	8192	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	hour	P98	98 percentile	61.740	93.516	8192	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	hour	Max	maximum	145.110	93.516	8192	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	hour	Max19	19th highest value	92.760	93.516	8192	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2007	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	93.516	8192	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	day	P50	50 percentile	18.362	98.907	362	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	day	Mean	annual mean	20.399	98.907	362	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	day	P95	95 percentile	38.520	98.907	362	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	day	P98	98 percentile	45.330	98.907	362	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	day	Max	maximum	63.266	98.907	362	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	hour	P50	50 percentile	16.660	93.830	8242	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	hour	Mean	annual mean	20.433	93.830	8242	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	hour	P95	95 percentile	52.360	93.830	8242	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	hour	P98	98 percentile	65.780	93.830	8242	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	hour	Max	maximum	165.060	93.830	8242	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	hour	Max19	19th highest value	96.760	93.830	8242	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2008	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	93.830	8242	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	day	P50	50 percentile	16.893	96.986	354	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	day	Mean	annual mean	19.493	96.986	354	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	day	P95	95 percentile	39.460	96.986	354	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	day	P98	98 percentile	48.741	96.986	354	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	day	Max	maximum	72.240	96.986	354	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	hour	P50	50 percentile	15.350	93.174	8162	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	hour	Mean	annual mean	19.521	93.174	8162	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	hour	P95	95 percentile	51.020	93.174	8162	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	hour	P98	98 percentile	68.520	93.174	8162	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	hour	Max	maximum	148.980	93.174	8162	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	hour	Max19	19th highest value	104.620	93.174	8162	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2009	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	93.174	8162	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	day	P50	50 percentile	17.221	100.000	365	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	day	Mean	annual mean	20.322	100.000	365	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	day	P95	95 percentile	41.577	100.000	365	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	day	P98	98 percentile	47.019	100.000	365	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	day	Max	maximum	68.790	100.000	365	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	hour	P50	50 percentile	15.990	94.783	8303	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	hour	Mean	annual mean	20.292	94.783	8303	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	hour	P95	95 percentile	52.510	94.783	8303	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	hour	P98	98 percentile	70.010	94.783	8303	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	hour	Max	maximum	148.810	94.783	8303	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	hour	Max19	19th highest value	106.140	94.783	8303	Y
BG0043A	8	Nitrogen dioxide (air)	NO2	µg/m3	500	Calendar year	2010	hour	Hours(c > 200)	hours with c > 200 ug/m3	0.000	94.783	8303	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	day	P50	50 percentile	0.971	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	day	Mean	annual mean	1.171	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	day	P95	95 percentile	3.471	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	day	P98	98 percentile	4.042	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	day	Max	maximum	6.529	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	dymax	P50	50 percentile	1.462	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	dymax	Mean	annual mean	1.768	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	dymax	P95	95 percentile	5.025	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	dymax	P98	98 percentile	6.750	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	dymax	Max	maximum	8.025	80.274	293	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	hour	P50	50 percentile	1.000	80.274	7032	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	hour	Mean	annual mean	1.171	80.274	7032	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	hour	P95	95 percentile	4.000	80.274	7032	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	hour	P98	98 percentile	5.000	80.274	7032	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1998	hour	Max	maximum	9.300	80.274	7032	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	day	P50	50 percentile	0.835	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	day	Mean	annual mean	0.836	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	day	P95	95 percentile	1.638	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	day	P98	98 percentile	1.833	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	day	Max	maximum	3.054	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	dymax	P50	50 percentile	1.044	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	dymax	Mean	annual mean	1.329	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	dymax	P95	95 percentile	2.250	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	dymax	P98	98 percentile	2.975	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	dymax	Max	maximum	5.875	82.192	300	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	hour	Mean	annual mean	0.843	82.694	7244	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	hour	P50	50 percentile	1.000	82.694	7244	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	hour	P95	95 percentile	2.000	82.694	7244	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	hour	P98	98 percentile	2.400	82.694	7244	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	1999	hour	Max	maximum	8.900	82.694	7244	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	day	P50	50 percentile	0.560	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	day	Mean	annual mean	0.646	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	day	P95	95 percentile	1.400	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	day	P98	98 percentile	1.944	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	day	Max	maximum	4.092	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	dymax	P50	50 percentile	1.062	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	dymax	Mean	annual mean	1.355	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	dymax	P95	95 percentile	3.469	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	dymax	P98	98 percentile	6.131	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	dymax	Max	maximum	9.019	96.721	354	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	hour	P50	50 percentile	0.450	96.699	8494	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	hour	Mean	annual mean	0.645	96.699	8494	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	hour	P95	95 percentile	1.900	96.699	8494	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	hour	P98	98 percentile	3.000	96.699	8494	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2000	hour	Max	maximum	9.800	96.699	8494	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	day	P50	50 percentile	0.544	88.493	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	day	Mean	annual mean	0.637	88.493	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	day	P95	95 percentile	1.367	88.493	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	day	P98	98 percentile	1.587	88.493	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	day	Max	maximum	4.425	88.493	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	dymax	P50	50 percentile	0.887	88.219	322	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	dymax	Mean	annual mean	1.097	88.219	322	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	dymax	P95	95 percentile	2.519	88.219	322	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	dymax	P98	98 percentile	2.900	88.219	322	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	dymax	Max	maximum	9.194	88.219	322	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	hour	P50	50 percentile	0.500	88.813	7780	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	hour	Mean	annual mean	0.640	88.813	7780	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	hour	P95	95 percentile	1.700	88.813	7780	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	hour	P98	98 percentile	2.400	88.813	7780	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2001	hour	Max	maximum	9.800	88.813	7780	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	day	P50	50 percentile	0.505	54.795	200	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	day	Mean	annual mean	0.599	54.795	200	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	day	P95	95 percentile	1.273	54.795	200	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	day	P98	98 percentile	1.410	54.795	200	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	day	Max	maximum	2.840	54.795	200	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	dymax	P50	50 percentile	0.816	54.247	198	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	dymax	Mean	annual mean	0.959	54.247	198	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	dymax	P95	95 percentile	1.996	54.247	198	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	dymax	P98	98 percentile	2.277	54.247	198	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	dymax	Max	maximum	4.733	54.247	198	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	hour	P50	50 percentile	0.440	55.183	4834	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	hour	Mean	annual mean	0.591	55.183	4834	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	hour	P95	95 percentile	1.610	55.183	4834	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	hour	P98	98 percentile	2.080	55.183	4834	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2003	hour	Max	maximum	5.400	55.183	4834	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	day	P50	50 percentile	0.825	88.798	325	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	day	Mean	annual mean	0.896	88.798	325	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	day	P95	95 percentile	1.508	88.798	325	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	day	P98	98 percentile	1.794	88.798	325	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	day	Max	maximum	2.323	88.798	325	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	dymax	P50	50 percentile	1.134	88.251	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	dymax	Mean	annual mean	1.278	88.251	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	dymax	P95	95 percentile	2.231	88.251	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	dymax	P98	98 percentile	2.691	88.251	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	dymax	Max	maximum	4.530	88.251	323	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	hour	P50	50 percentile	0.820	88.695	7791	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	hour	Mean	annual mean	0.895	88.695	7791	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	hour	P95	95 percentile	1.720	88.695	7791	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	hour	P98	98 percentile	2.130	88.695	7791	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2004	hour	Max	maximum	7.640	88.695	7791	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	day	P50	50 percentile	0.849	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	day	Mean	annual mean	0.869	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	day	P95	95 percentile	1.245	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	day	P98	98 percentile	1.410	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	day	Max	maximum	1.874	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	dymax	P50	50 percentile	1.091	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	dymax	Mean	annual mean	1.151	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	dymax	P95	95 percentile	1.689	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	dymax	P98	98 percentile	2.043	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	dymax	Max	maximum	3.831	95.890	350	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	hour	P50	50 percentile	0.820	96.336	8439	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	hour	Mean	annual mean	0.869	96.336	8439	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	hour	P95	95 percentile	1.470	96.336	8439	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	hour	P98	98 percentile	1.770	96.336	8439	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2005	hour	Max	maximum	7.430	96.336	8439	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	day	P50	50 percentile	0.814	51.507	188	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	day	Mean	annual mean	0.841	51.507	188	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	day	P95	95 percentile	1.259	51.507	188	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	day	P98	98 percentile	1.404	51.507	188	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	day	Max	maximum	2.374	51.507	188	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	dymax	P50	50 percentile	1.064	51.781	189	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	dymax	Mean	annual mean	1.171	51.781	189	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	dymax	P95	95 percentile	2.027	51.781	189	Y
BG0043A	10	Carbon monoxide (air)	CO	mg/m3	500	Calendar year	2006	dymax	P98	98 percentile	2.314	51.781	189	Y
